amount,destination_transactions_last_24h,destination_transactions_last_7d,destination_avg_previous_amount,destination_amount_deviation,destination_is_first_transaction,origin_balance_error,destination_balance_error,destination_balance_is_zero,total_transactions,total_transaction_amount,avg_transaction_amount,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,actual_fraud
86426.67,1.0,4.0,322172.5125,-235745.84250000003,0,0.0,0.0,0,40696,6965215256.25,171152.33084946923,False,True,False,False,False,0
65337.09,0.0,1.0,99978.65,-34641.56,0,-130674.18,130674.18,0,40696,6965215256.25,171152.33084946923,True,False,False,False,False,0
104769.78,0.0,0.0,0.0,104769.78,1,-104769.78,0.0,0,30420,6779388634.99,222859.58694904667,False,True,False,False,False,0
74786.15,1.0,6.0,233349.48111111106,-158563.33111111107,0,-149572.2999999998,149572.2999999998,0,26927,5172213957.19,192082.8149140268,True,False,False,False,False,0
5261.0,0.0,0.0,0.0,5261.0,1,-5261.0,5261.0,1,37127,5531479167.98,148988.04557276375,False,False,False,True,False,0
4078.87,0.0,0.0,0.0,4078.87,1,-4078.87,4078.87,1,29552,5701716349.72,192938.42547780185,False,False,False,True,False,0
139910.19,0.0,7.0,207778.9494117647,-67868.75941176471,0,-279820.3799999999,279820.3699999999,0,30910,5608205263.28,181436.59861792298,True,False,False,False,False,0
79369.61,0.0,0.0,0.0,79369.61,1,-78309.61,0.0,0,30348,5915512509.77,194922.64761335182,False,True,False,False,False,0
143814.8,1.0,1.0,138325.26999999996,5489.530000000028,0,-143770.8,0.0,0,26103,5510846318.73,211119.270533272,False,True,False,False,False,0
7691.22,0.0,0.0,0.0,7691.22,1,-7691.22,7691.22,1,30223,5917459225.07,195793.24438573272,False,False,False,True,False,0
4811.87,0.0,0.0,0.0,4811.87,1,0.0,4811.87,1,12023,1737107629.18,144482.04517840807,False,False,False,True,False,0
335933.66,0.0,0.0,0.0,335933.66,1,-333957.66,-0.010000000009313226,0,29552,5701716349.72,192938.42547780185,False,True,False,False,False,0
113080.06,0.0,0.0,0.0,113080.06,1,-61355.06,0.0,0,41759,5847754144.07,140035.78016882588,False,True,False,False,False,0
37771.21,0.0,0.0,0.0,37771.21,1,-37771.21,37771.21,1,18183,2963739223.12,162995.06259253147,False,False,False,True,False,0
85125.92,0.0,0.0,0.0,85125.92,1,-170251.83999999997,85125.92,1,26656,5024591202.61,188497.5691255252,True,False,False,False,False,0
42921.25,1.0,1.0,52794.44,-9873.190000000002,0,-85842.5,85842.5,0,44787,7234253609.7,161525.74652689396,True,False,False,False,False,0
426234.02,0.0,3.0,188317.51846153848,237916.50153846154,0,-417008.02,0.0,0,27139,5047833554.76,185999.2466472604,False,True,False,False,False,0
64901.29,1.0,5.0,186325.80230769233,-121424.51230769232,0,-64901.29,0.0,0,30223,5917459225.07,195793.24438573272,False,False,False,False,True,0
292031.69,0.0,0.0,0.0,292031.69,1,-135748.69,-105161.34000000003,0,22797,3912610392.82,171628.30165460368,False,True,False,False,False,0
25900.91,0.0,0.0,0.0,25900.91,1,-25900.91,0.0,0,44787,7234253609.7,161525.74652689396,False,True,False,False,False,0
301727.62,1.0,2.0,208164.79499999998,93562.82500000001,0,-208212.97999999998,-0.010000000009313226,0,30222,6964456131.76,230443.2576189531,False,True,False,False,False,0
409411.46,0.0,9.0,402437.34174999996,6974.118250000058,0,-398690.46,0.0,0,30420,6779388634.99,222859.58694904667,False,True,False,False,False,0
252501.79,0.0,0.0,0.0,252501.79,1,-252341.79,0.0,0,30420,6779388634.99,222859.58694904667,False,True,False,False,False,0
118871.4,3.0,4.0,351275.135,-232403.73500000002,0,-118871.4,-0.010000000009313226,0,36726,4862065083.49,132387.54788133746,False,True,False,False,False,0
13489.64,0.0,3.0,191864.83952380953,-178375.19952380954,0,-8410.64,0.009999999776482582,0,44787,7234253609.7,161525.74652689396,False,True,False,False,False,0
37401.74,0.0,0.0,0.0,37401.74,1,-31463.739999999998,0.0,0,34075,6436763739.34,188899.88963580338,False,True,False,False,False,0
306060.26,0.0,0.0,0.0,306060.26,1,-612120.52,306060.26,1,33528,4693535568.26,139988.53400918635,True,False,False,False,False,0
233459.95,1.0,4.0,174552.5725,58907.3775,0,-233459.95,-1.1641532182693481e-10,0,37127,5531479167.98,148988.04557276375,False,True,False,False,False,0
184254.41,2.0,12.0,296979.1867857143,-112724.77678571429,0,-184254.41,0.0,0,14670,3775109118.91,257335.31826244036,False,True,False,False,False,0
11024.97,0.0,0.0,0.0,11024.97,1,-8015.969999999999,11024.97,1,3508,475026460.95,135412.33208380843,False,False,False,True,False,0
157351.82,1.0,3.0,310712.83,-153361.01,0,-314703.64,314703.6399999999,0,40696,6965215256.25,171152.33084946923,True,False,False,False,False,0
89554.26,0.0,2.0,281535.065,-191980.805,0,-57195.259999999995,0.0,0,30222,6964456131.76,230443.2576189531,False,True,False,False,False,0
189961.99,0.0,3.0,863860.4899999999,-673898.4999999999,0,-182113.97999999998,0.0,0,20122,6138973352.87,305087.63308170164,False,True,False,False,False,0
346683.38,0.0,1.0,78518.87,268164.51,0,-335161.38,0.0,0,34075,6436763739.34,188899.88963580338,False,True,False,False,False,0
48352.63,0.0,0.0,0.0,48352.63,1,-48352.63,48352.63,1,18183,2963739223.12,162995.06259253147,False,False,False,True,False,0
154674.11,0.0,8.0,218157.598,-63483.48800000001,0,-154610.11,-2.3283064365386963e-10,0,30222,6964456131.76,230443.2576189531,False,True,False,False,False,0
436389.22,0.0,3.0,283928.19,152461.02999999997,0,-872778.4499999993,872778.4400000001,0,14961,2043308095.19,136575.63633380123,True,False,False,False,False,0
119799.87,1.0,8.0,412107.42875,-292307.55875,0,-119799.87,0.0,0,44787,7234253609.7,161525.74652689396,False,True,False,False,False,0
428795.73,1.0,6.0,214721.87615384615,214073.85384615383,0,-428795.73,0.0,0,20122,6138973352.87,305087.63308170164,False,True,False,False,False,0
13460.3,0.0,0.0,0.0,13460.3,1,-13460.3,13460.3,1,37127,5531479167.98,148988.04557276375,False,False,False,True,False,0
3077.1,0.0,0.0,0.0,3077.1,1,0.0,3077.1,1,7991,1081719923.47,135367.27862219998,False,False,False,True,False,0
10677.04,0.0,0.0,0.0,10677.04,1,-10677.04,10677.04,1,37693,4803245990.13,127430.71631682276,False,False,False,True,False,0
69012.74,0.0,1.0,167138.61,-98125.86999999998,0,-69012.74,-2.9103830456733704e-11,0,22797,3912610392.82,171628.30165460368,False,True,False,False,False,0
273348.0,2.0,7.0,124949.05846153846,148398.94153846154,0,-546696.0,546696.0,0,28245,5640295178.53,199691.81017985483,True,False,False,False,False,0
12992.13,0.0,0.0,0.0,12992.13,1,9.094947017729282e-13,12992.13,1,37127,5531479167.98,148988.04557276375,False,False,False,True,False,0
21773.22,0.0,0.0,0.0,21773.22,1,-15425.87,21773.22,1,1419,142296140.07,100279.16847780126,False,False,False,True,False,0
159951.75,0.0,4.0,118558.76666666668,41392.98333333332,0,-159951.75,0.0,0,28245,5640295178.53,199691.81017985483,False,True,False,False,False,0
19472.12,0.0,0.0,0.0,19472.12,1,9.094947017729282e-13,19472.12,1,33468,5718920109.12,170877.25914664753,False,False,False,True,False,0
118816.34,2.0,7.0,91837.21428571429,26979.125714285707,0,-237632.67999999993,237632.68,0,30910,5608205263.28,181436.59861792298,True,False,False,False,False,0
13236.0,0.0,0.0,0.0,13236.0,1,0.0,13236.0,1,12050,1754502433.76,145601.86172282157,False,False,False,True,False,0
7281.35,0.0,0.0,0.0,7281.35,1,-5906.35,7281.35,1,30348,5915512509.77,194922.64761335182,False,False,False,True,False,0
44154.16,0.0,4.0,105771.145,-61616.985,0,-3.637978807091713e-12,0.0,0,29552,5701716349.72,192938.42547780185,False,True,False,False,False,0
113978.39,0.0,4.0,536014.9695454546,-422036.5795454546,0,-227956.77999999933,227956.7800000012,0,28853,5407533849.39,187416.6932169965,True,False,False,False,False,0
261095.01,1.0,5.0,231809.87999999998,29285.130000000034,0,-161713.01,0.0,0,30910,5608205263.28,181436.59861792298,False,True,False,False,False,0
113379.09,1.0,1.0,6918933.23,-6805554.140000001,0,-113379.09,0.010000000707805157,0,33468,5718920109.12,170877.25914664753,False,True,False,False,False,0
7009.01,0.0,0.0,0.0,7009.01,1,-7009.01,7009.01,1,37127,5531479167.98,148988.04557276375,False,False,False,True,False,0
297341.91,0.0,3.0,186513.43000000002,110828.47999999995,0,-285538.91,0.0,0,26656,5024591202.61,188497.5691255252,False,True,False,False,False,0
9986.18,0.0,0.0,0.0,9986.18,1,-9986.18,9986.18,1,29467,7929207505.03,269087.7084545424,False,False,False,True,False,0
440069.91,2.0,6.0,203120.22375,236949.68624999997,0,-424874.91,0.0,0,30222,6964456131.76,230443.2576189531,False,True,False,False,False,0
162291.3,0.0,1.0,91288.02000000002,71003.27999999997,0,1.4551915228366852e-11,0.0,0,36726,4862065083.49,132387.54788133746,False,True,False,False,False,0
182881.26,1.0,3.0,31573.116666666658,151308.14333333334,0,-164618.26,-0.010000000009313226,0,44787,7234253609.7,161525.74652689396,False,True,False,False,False,0
1858.97,0.0,0.0,0.0,1858.97,1,0.0,1858.97,1,11829,1657430074.48,140115.8233561586,False,False,False,True,False,0
251990.46,0.0,7.0,232194.27833333332,19796.18166666667,0,-251990.46,-0.009999999776482582,0,27139,5047833554.76,185999.2466472604,False,True,False,False,False,0
118195.22,1.0,6.0,179150.10124999998,-60954.88124999998,0,-103005.22,0.0,0,26927,5172213957.19,192082.8149140268,False,True,False,False,False,0
35306.84,0.0,0.0,0.0,35306.84,1,-34499.84,35306.84,1,30222,6964456131.76,230443.2576189531,False,False,False,True,False,0
247897.73,0.0,6.0,384860.56823529414,-136962.83823529413,0,-247897.73,0.010000001639127731,0,29467,7929207505.03,269087.7084545424,False,True,False,False,False,0
223327.33,0.0,6.0,245479.5805882353,-22152.2505882353,0,-221516.33,0.01000000024214387,0,33468,5718920109.12,170877.25914664753,False,True,False,False,False,0
3911.6,0.0,3.0,245531.21,-241619.61,0,-3568.6,-0.010000000009313226,0,30910,5608205263.28,181436.59861792298,False,False,True,False,False,0
309809.7,1.0,2.0,173846.915,135962.785,0,-309809.7,-0.010000000009313226,0,26103,5510846318.73,211119.270533272,False,True,False,False,False,0
2011567.36,0.0,5.0,771431.7299999999,1240135.6300000004,0,-2011567.36,0.0,0,26656,5024591202.61,188497.5691255252,False,False,False,False,True,0
14304.67,0.0,0.0,0.0,14304.67,1,0.0,0.0,0,34075,6436763739.34,188899.88963580338,False,True,False,False,False,0
117564.54,1.0,2.0,92135.17000000001,25429.36999999998,0,-235129.0700000003,235129.08,0,40696,6965215256.25,171152.33084946923,True,False,False,False,False,0
20719.71,0.0,0.0,0.0,20719.71,1,-20719.71,20719.71,1,28959,6433780283.85,222168.5929710971,False,False,False,True,False,0
287054.79,1.0,8.0,167031.94444444444,120022.84555555554,0,-261120.78999999998,-0.009999999776482582,0,27727,5003598395.76,180459.42207090562,False,True,False,False,False,0
55192.15,0.0,0.0,0.0,55192.15,1,-54792.200000000004,55192.15,1,11829,1657430074.48,140115.8233561586,False,False,False,True,False,0
5170.29,1.0,2.0,118722.39,-113552.1,0,-5170.29,7.275957614183426e-12,0,14961,2043308095.19,136575.63633380123,False,True,False,False,False,0
325636.04,2.0,5.0,148068.16666666666,177567.87333333332,0,-651272.0800000001,651272.08,0,37127,5531479167.98,148988.04557276375,True,False,False,False,False,0
265110.34,0.0,4.0,191369.51599999997,73740.82400000005,0,-530220.6699999999,530220.6800000002,0,40696,6965215256.25,171152.33084946923,True,False,False,False,False,0
8956.0,0.0,0.0,0.0,8956.0,1,-8956.0,8956.0,1,44787,7234253609.7,161525.74652689396,False,False,False,True,False,0
503465.35,0.0,10.0,138950.20272727273,364515.1472727272,0,-498361.38999999996,0.0,0,29467,7929207505.03,269087.7084545424,False,False,False,False,True,0
84122.18,0.0,4.0,150878.7977777778,-66756.6177777778,0,-80935.18,0.0,0,26927,5172213957.19,192082.8149140268,False,True,False,False,False,0
350071.47,0.0,2.0,199612.39299999998,150459.077,0,-51937.46999999997,0.0,0,28959,6433780283.85,222168.5929710971,False,True,False,False,False,0
107737.39,1.0,5.0,195931.96833333332,-88194.57833333332,0,-215474.78000000003,215474.78000000003,0,40696,6965215256.25,171152.33084946923,True,False,False,False,False,0
57425.08,0.0,1.0,96114.40333333332,-38689.32333333332,0,-114850.16000000015,114850.15999999997,0,18183,2963739223.12,162995.06259253147,True,False,False,False,False,0
155778.46,0.0,4.0,920138.8614285715,-764360.4014285716,0,-155778.46,3.725290298461914e-09,0,36726,4862065083.49,132387.54788133746,False,True,False,False,False,0
95024.36,2.0,10.0,480641.45769230765,-385617.09769230767,0,-95024.36,0.010000000707805157,0,28245,5640295178.53,199691.81017985483,False,True,False,False,False,0
3831825.15,0.0,1.0,40490.62000000011,3791334.53,0,-3765975.15,0.009999999776482582,0,14670,3775109118.91,257335.31826244036,False,False,False,False,True,0
249272.01,1.0,1.0,116319.83599999998,132952.17400000003,0,-249272.01,0.0,0,34075,6436763739.34,188899.88963580338,False,True,False,False,False,0
153360.12,0.0,1.0,31291.070000000007,122069.04999999999,0,-306720.24,184651.19,0,36726,4862065083.49,132387.54788133746,True,False,False,False,False,0
285742.19,2.0,8.0,232494.93375000003,53247.25624999998,0,-571484.3799999999,571484.38,0,26656,5024591202.61,188497.5691255252,True,False,False,False,False,0
12593.75,0.0,0.0,0.0,12593.75,1,-12593.75,12593.75,1,37693,4803245990.13,127430.71631682276,False,False,False,True,False,0
372759.29,0.0,8.0,301395.46388888895,71363.82611111103,0,-332432.29,0.0,0,44787,7234253609.7,161525.74652689396,False,True,False,False,False,0
381792.81,2.0,9.0,235392.9108333333,146399.8991666667,0,-763585.6100000008,763585.6099999999,0,44787,7234253609.7,161525.74652689396,True,False,False,False,False,0
264639.66,1.0,5.0,152511.9922222222,112127.66777777777,0,-529279.3299999998,529279.32,0,26103,5510846318.73,211119.270533272,True,False,False,False,False,0
132627.51,0.0,4.0,289941.373,-157313.863,0,-265255.02,265255.02,0,3588,443414417.79,123582.61365384616,True,False,False,False,False,0
440473.69,2.0,14.0,263035.47304347827,177438.21695652173,0,-880947.3799999999,880947.3800000008,0,26927,5172213957.19,192082.8149140268,True,False,False,False,False,0
31157.11,0.0,0.0,0.0,31157.11,1,-15618.11,31157.11,1,28853,5407533849.39,187416.6932169965,False,False,False,True,False,0
371416.29,1.0,2.0,198257.4,173158.88999999998,0,-370704.29,0.0,0,26103,5510846318.73,211119.270533272,False,True,False,False,False,0
162621.29,0.0,0.0,0.0,162621.29,1,-162621.29,-640.2799999999697,0,29552,5701716349.72,192938.42547780185,False,True,False,False,False,0
4682332.57,0.0,6.0,330424.23705882346,4351908.332941176,0,-4682332.57,0.0,0,28245,5640295178.53,199691.81017985483,False,False,False,False,True,0
3256.95,0.0,0.0,0.0,3256.95,1,-3256.95,3256.95,1,27139,5047833554.76,185999.2466472604,False,False,False,True,False,0
238629.43,0.0,4.0,103951.235,134678.195,0,-238629.43,-0.010000000009313226,0,26927,5172213957.19,192082.8149140268,False,True,False,False,False,0
13784.18,0.0,0.0,0.0,13784.18,1,-13784.18,13784.18,1,36726,4862065083.49,132387.54788133746,False,False,False,True,False,0
18762.02,0.0,0.0,0.0,18762.02,1,1.4551915228366852e-11,18762.02,1,14670,3775109118.91,257335.31826244036,False,False,False,True,False,0
36207.59,3.0,8.0,251245.50210526315,-215037.91210526315,0,-36207.59,0.0,0,26073,5826660716.37,223474.88652514096,False,True,False,False,False,0
46865.34,0.0,2.0,234198.66999999998,-187333.33,0,-30076.339999999997,-0.009999999951105565,0,30910,5608205263.28,181436.59861792298,False,True,False,False,False,0
5104.95,0.0,0.0,0.0,5104.95,1,-5104.95,5104.95,1,16604,2252761583.91,135675.83617863164,False,False,False,True,False,0
108311.32,0.0,4.0,537342.9600000001,-429031.6400000001,0,-216622.63999999966,216622.63999999966,0,26073,5826660716.37,223474.88652514096,True,False,False,False,False,0
249130.02,0.0,7.0,167166.74333333332,81963.27666666667,0,-249130.02,0.0,0,14961,2043308095.19,136575.63633380123,False,True,False,False,False,0
10486.79,0.0,0.0,0.0,10486.79,1,0.0,10486.79,1,22797,3912610392.82,171628.30165460368,False,False,False,True,False,0
117828.83,0.0,4.0,197388.91374999998,-79560.08374999998,0,-235657.66000000015,235657.65999999997,0,16604,2252761583.91,135675.83617863164,True,False,False,False,False,0
2461.74,0.0,0.0,0.0,2461.74,1,-2461.74,2461.74,1,11829,1657430074.48,140115.8233561586,False,False,False,True,False,0
352068.3,0.0,2.0,164606.91555555555,187461.38444444444,0,-704136.6,352339.79,0,30420,6779388634.99,222859.58694904667,True,False,False,False,False,0
94284.29,0.0,3.0,160935.28,-66650.99,0,-11770.289999999994,0.0,0,28853,5407533849.39,187416.6932169965,False,True,False,False,False,0
